site_id,healthevent_date_original,Sea lice count date,year,month,month_numerical,year class,species,company,site,zone,fish health event,occurance,Time of occurance(in months),Average time (months),yellow mouth,yellowmouth_control,srs,srscontrol,overall,overall_control
465,5/11/2018,5/1/2018,2018,May,5,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Swanson,Broughton Archipelago,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
1198,4/27/2019,4/1/2019,2019,April,4,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Raynor,Port Hardy,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
221,5/7/2019,5/1/2019,2019,May,5,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Vantage,Sunshine Coast,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
332,5/7/2019,5/1/2019,2019,May,5,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Salten,Sunshine Coast,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
143,5/11/2019,5/1/2019,2019,May,5,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Larsen Island,Broughton Archipelago,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
143,1/7/2020,1/1/2020,2020,January,1,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Larsen Island,Broughton Archipelago,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
1335,5/24/2020,5/1/2020,2020,May,5,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Wehlis Bay,Broughton Archipelago,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
141,3/18/2021,3/1/2021,2021,March,3,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Port Elizabeth,Broughton Archipelago,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
6668,1/4/2022,1/1/2022,2022,January,1,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Plover Point,Clayoquot Sound,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
1288,5/18/2022,5/1/2022,2022,May,5,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Doyle Island,Port Hardy,Mouth rot,New,0 to 2,1,1,0,0,1,1,0
141,1/7/2020,1/1/2020,2020,January,1,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Port Elizabeth,Broughton Archipelago,Mouth rot,New,0 to 3,1.5,1,0,0,1,1,0
1895,4/16/2020,4/1/2020,2020,April,4,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Sheep Passage,Central Coast,Skin ulceration,New,0 to 5,2.5,0,1,0,1,1,0
141,2/14/2017,2/1/2017,2017,February,2,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Port Elizabeth,Broughton Archipelago,Winter Ulcer,New,0 to1 ,0.5,0,1,0,1,1,0
871,6/26/2017,6/1/2017,2017,June,6,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Barnes Bay,Discovery Islands,Mouth rot,New,0 to1 ,0.5,1,0,0,1,1,0
728,12/1/2017,12/1/2017,2017,December,12,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Sir Edmund Bay,Broughton Archipelago,Mouth rot,New,0 to1 ,0.5,1,0,0,1,1,0
739,6/18/2019,6/1/2019,2019,June,6,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Upper Retreat,Broughton Archipelago,Mouth rot,New,0 to1 ,0.5,1,0,0,1,1,0
728,12/17/2019,12/1/2019,2019,December,12,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Sir Edmund Bay,Broughton Archipelago,Mouth rot,New,0 to1 ,0.5,1,0,0,1,1,0
820,6/7/2020,6/1/2020,2020,June,6,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Wicklow Point,Broughton Archipelago,Mouth rot,New,0 to1 ,0.5,1,0,0,1,1,0
7714,12/17/2016,12/1/2016,2016,December,12,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Alexander,Central Coast,Mouth rot,New,1 to 2,1.5,1,0,0,1,1,0
211,10/18/2017,10/1/2017,2017,October,10,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Okisollo,Discovery Islands,Furunculosis,New,1 to 2,1.5,0,1,0,1,1,0
1288,3/12/2018,3/1/2018,2018,March,3,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Doyle Island,Port Hardy,Mouth rot,New,1 to 2,1.5,1,0,0,1,1,0
1586,7/23/2018,7/1/2018,2018,July,7,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Doctor Islets,Broughton Archipelago,Mouth rot,New,1 to 2,1.5,1,0,0,1,1,0
465,4/13/2021,4/1/2021,2021,April,4,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Swanson,Broughton Archipelago,Mouth rot,New,1 to 2,1.5,1,0,0,1,1,0
739,1/20/2016,1/1/2016,2016,January,1,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Upper Retreat,Broughton Archipelago,Mouth rot,New,1 to 2 ,1.5,1,0,0,1,1,0
304,1/1/2016,1/1/2016,2016,January,1,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Raza Island,Discovery Islands,Mouth rot,New,1 to 3,2,1,0,0,1,1,0
1580,4/20/2016,4/1/2016,2016,April,4,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Jackson Pass,Central Coast,Mouth rot,New,1 to 3,2,1,0,0,1,1,0
540,5/30/2016,5/1/2016,2016,May,5,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Fortune Channel,Clayoquot Sound,Mouth rot,New,1 to 3,2,1,0,0,1,1,0
1237,3/23/2017,3/1/2017,2017,March,3,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Monday Rocks,Quatsino Sound,Winter Ulcer,New,1 to 3,2,0,1,0,1,1,0
1698,6/14/2017,6/1/2017,2017,June,6,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Ahlstrom,Sunshine Coast,Mouth rot,New,1 to 3,2,1,0,0,1,1,0
1697,4/16/2019,4/1/2019,2019,April,4,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Culloden,Sunshine Coast,Mouth rot,New,1 to 3,2,1,0,0,1,1,0
746,5/7/2019,5/1/2019,2019,May,5,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Site 13,Sunshine Coast,Mouth rot,New,1 to 3,2,1,0,0,1,1,0
1293,5/5/2020,5/1/2020,2020,May,5,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Duncan,Port Hardy,Mouth rot,New,1 to 3,2,1,0,0,1,1,0
1472,9/26/2020,9/1/2020,2020,September,9,2,Atlantic Salmon (Salmo salar),Cermaq Canada,West Side,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,1 to 3,2,0,1,1,0,1,0
746,7/9/2021,7/1/2021,2021,July,7,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Site 13,Sunshine Coast,Mouth rot,New,1 to 3,2,1,0,0,1,1,0
1059,7/10/2021,7/1/2021,2021,July,7,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Sargeaunt Pass,Broughton Archipelago,Atypical aeromonas salmonicida,New,1 to 3,2,0,1,0,1,1,0
1148,1/1/2016,1/1/2016,2016,January,1,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Binns Island,Clayoquot Sound,Mouth rot,New,1 to 4,2.5,1,0,0,1,1,0
1507,10/14/2021,10/1/2021,2021,October,10,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Millar Channel,Clayoquot Sound,Toxin Exposure,New,10 to12,11,0,1,0,1,1,0
540,9/20/2022,9/1/2022,2022,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Fortune Channel,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,10 to12,11,0,1,1,0,1,0
540,10/24/2022,10/1/2022,2022,October,10,2,Atlantic Salmon (Salmo salar),Cermaq Canada,Fortune Channel,Clayoquot Sound,Other - explain,New,11 to13,12,0,1,0,1,1,0
141,2/11/2019,2/1/2019,2019,February,2,2,Atlantic Salmon (Salmo salar),MOWI Canada West,Port Elizabeth,Broughton Archipelago,Winter Ulcer,New,12 to 14,13,0,1,0,1,1,0
332,8/26/2022,8/1/2022,2022,August,8,2,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Salten,Sunshine Coast,Salmonid Rickettsial Septicemia,New,14 or 15,14.5,0,1,1,0,1,0
746,8/23/2022,8/1/2022,2022,August,8,2,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Site 13,Sunshine Coast,Salmonid Rickettsial Septicemia,New,14 to 16,15,0,1,1,0,1,0
1136,4/13/2019,4/1/2019,2019,April,4,2,Atlantic Salmon (Salmo salar),MOWI Canada West,Shaw Point,Discovery Islands,Mouth rot,New,15 to 16,15.5,1,0,0,1,1,0
1618,10/8/2018,10/1/2018,2018,October,10,2,Atlantic Salmon (Salmo salar),MOWI Canada West,Humphrey Rock,Broughton Archipelago,Furunculosis,New,16 to 17,16.5,0,1,0,1,1,0
526,6/2/2017,6/1/2017,2017,June,6,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Rant Point,Clayoquot Sound,Mouth rot,New,2 to 3,2.5,1,0,0,1,1,0
1288,5/5/2020,5/1/2020,2020,May,5,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Doyle Island,Port Hardy,Mouth rot,New,2 to 3,2.5,1,0,0,1,1,0
1618,8/27/2022,8/1/2022,2022,August,8,2,Atlantic Salmon (Salmo salar),MOWI Canada West,Humphrey Rock,Broughton Archipelago,Atypical aeromonas salmonicida,New,2 to 3,2.5,0,1,0,1,1,0
141,2/25/2018,2/1/2018,2018,February,2,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Port Elizabeth,Broughton Archipelago,Winter Ulcer,New,2 to 4,3,0,1,0,1,1,0
143,5/9/2018,5/1/2018,2018,May,5,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Larsen Island,Broughton Archipelago,Mouth rot,New,2 to 4,3,1,0,0,1,1,0
728,1/22/2016,1/1/2016,2016,January,1,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Sir Edmund Bay,Broughton Archipelago,Viral Hemorrhagic Septicemia,New,2 to4,3,0,1,0,1,1,0
1697,6/14/2017,6/1/2017,2017,June,6,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Culloden,Sunshine Coast,Mouth rot,New,3 to 5,4,1,0,0,1,1,0
892,4/9/2018,4/1/2018,2018,April,4,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Bell Island,Port Hardy,Winter Ulcer,New,3 to 5,4,0,1,0,1,1,0
892,5/12/2019,5/1/2019,2019,May,5,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Bell Island,Port Hardy,Mouth rot,New,3 to 5,4,1,0,0,1,1,0
1507,3/23/2021,3/1/2021,2021,March,3,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Millar Channel,Clayoquot Sound,Sea Lice Infestation,New,3 to 5,4,0,1,0,1,1,0
520,4/16/2022,4/1/2022,2022,April,4,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bedwell,Clayoquot Sound,Vibrio sp.,New,3 to 5,4,0,1,0,1,1,0
1537,4/20/2022,4/1/2022,2022,April,4,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bare Bluff,Clayoquot Sound,Vibrio sp.,New,3 to 5,4,0,1,0,1,1,0
527,9/4/2017,9/1/2017,2017,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Saranac Island,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,4 to 5,4.5,0,1,1,0,1,0
1618,10/18/2017,10/1/2017,2017,October,10,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Humphrey Rock,Broughton Archipelago,Furunculosis,New,4 to 5,4.5,0,1,0,1,1,0
540,8/15/2018,8/1/2018,2018,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Fortune Channel,Clayoquot Sound,Sea Lice Infestation,New,4 to 5,4.5,0,1,0,1,1,0
540,8/30/2018,8/1/2018,2018,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Fortune Channel,Clayoquot Sound,Other - explain,New,4 to 5,4.5,0,1,0,1,1,0
527,8/1/2019,8/1/2019,2019,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Saranac Island,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,4 to 5,4.5,0,1,1,0,1,0
543,8/1/2019,8/1/2019,2019,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Mussel Rock,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,4 to 5,4.5,0,1,1,0,1,0
1586,10/8/2018,10/1/2018,2018,October,10,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Doctor Islets,Broughton Archipelago,Furunculosis,New,4 to 6,5,0,1,0,1,1,0
543,10/9/2021,10/1/2021,2021,October,10,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Mussel Rock,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,4 to 6,5,0,1,1,0,1,0
332,1/18/2017,1/1/2017,2017,January,1,2,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Salten,Sunshine Coast,Winter Ulcer,New,5 to 6,5.5,0,1,0,1,1,0
746,1/18/2017,1/1/2017,2017,January,1,2,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Site 13,Sunshine Coast,Winter Ulcer,New,5 to 6,5.5,0,1,0,1,1,0
526,9/1/2017,9/1/2017,2017,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Rant Point,Clayoquot Sound,Poor gill health,New,5 to 6,5.5,0,1,0,1,1,0
869,10/13/2018,10/1/2018,2018,October,10,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Maude Island,Broughton Archipelago,Skin ulceration,New,5 to 6,5.5,0,1,0,1,1,0
820,11/20/2020,11/1/2020,2020,November,11,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Wicklow Point,Broughton Archipelago,Skin ulceration,New,5 to 6,5.5,0,1,0,1,1,0
221,10/20/2019,10/1/2019,2019,October,10,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Vantage,Sunshine Coast,Salmonid Rickettsial Septicemia,New,5 to 7,6,0,1,1,0,1,0
332,10/20/2019,10/1/2019,2019,October,10,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Salten,Sunshine Coast,Salmonid Rickettsial Septicemia,New,5 to 7,6,0,1,1,0,1,0
6668,7/19/2022,7/1/2022,2022,July,7,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Plover Point,Clayoquot Sound,Bacterial Kidney Disease,New,5 to 8,6.5,0,1,0,1,1,0
540,9/13/2016,9/1/2016,2016,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Fortune Channel,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,5 to7,6,0,1,1,0,1,0
332,12/10/2021,12/1/2021,2021,December,12,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Salten,Sunshine Coast,Salmonid Rickettsial Septicemia,New,6 or 7,6.5,0,1,1,0,1,0
526,10/1/2017,10/1/2017,2017,October,10,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Rant Point,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,6 to 7,6.5,0,1,1,0,1,0
540,7/11/2020,7/1/2020,2020,July,7,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Fortune Channel,Clayoquot Sound,Poor gill health,New,6 to 7,6.5,0,1,0,1,1,0
1059,9/22/2019,9/1/2019,2019,September,9,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Sargeaunt Pass,Broughton Archipelago,Aeromonas salmonicida,New,6 to 8,7,0,1,0,1,1,0
1291,6/16/2020,6/1/2020,2020,June,6,1,Atlantic Salmon (Salmo salar),Cermaq Canada,McIntyre Lake,Clayoquot Sound,Poor gill health,New,6 to 8,7,0,1,0,1,1,0
1237,7/25/2021,7/1/2021,2021,July,7,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Monday Rocks,Quatsino Sound,Amoebic Gill Disease,New,6 to 9,7.5,0,1,0,1,1,0
746,10/20/2019,10/1/2019,2019,October,10,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Site 13,Sunshine Coast,Salmonid Rickettsial Septicemia,New,6 to9,7.5,0,1,1,0,1,0
527,10/8/2021,10/1/2021,2021,October,10,2,Atlantic Salmon (Salmo salar),Cermaq Canada,Saranac Island,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,6.5 or 2.5,4.5,0,1,1,0,1,0
1697,7/4/2016,7/1/2016,2016,July,7,2,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Culloden,Sunshine Coast,Salmonid Rickettsial Septicemia,New,7 to 10,8.5,0,1,1,0,1,0
746,7/19/2018,7/1/2018,2018,July,7,2,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Site 13,Sunshine Coast,Salmonid Rickettsial Septicemia,New,7 to 8,7.5,0,1,1,0,1,0
540,6/12/2022,6/1/2022,2022,June,6,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Fortune Channel,Clayoquot Sound,Bacterial Kidney Disease,New,7 to 9,8,0,1,0,1,1,0
520,8/7/2022,8/1/2022,2022,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bedwell,Clayoquot Sound,Bacterial Kidney Disease,New,7 to 9,8,0,1,0,1,1,0
1537,8/11/2022,8/1/2022,2022,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bare Bluff,Clayoquot Sound,Bacterial Kidney Disease,New,7 to 9,8,0,1,0,1,1,0
520,8/24/2022,8/1/2022,2022,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bedwell,Clayoquot Sound,Poor gill health,New,7 to 9,8,0,1,0,1,1,0
1586,1/26/2017,1/1/2017,2017,January,1,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Doctor Islets,Broughton Archipelago,Winter Ulcer,New,8 to 10,9,0,1,0,1,1,0
520,8/18/2018,8/1/2018,2018,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bedwell,Clayoquot Sound,Sea Lice Infestation,New,8 to 10,9,0,1,0,1,1,0
540,9/13/2020,9/1/2020,2020,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Fortune Channel,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,8 to 10,9,0,1,1,0,1,0
1586,2/21/2021,2/1/2021,2021,February,2,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Doctor Islets,Broughton Archipelago,Skin ulceration,New,8 to 10,9,0,1,0,1,1,0
234,8/27/2021,8/1/2021,2021,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Dixon Bay,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,8 to 10,9,0,1,1,0,1,0
1537,9/15/2022,9/1/2022,2022,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bare Bluff,Clayoquot Sound,Poor gill health,New,8 to 10,9,0,1,0,1,1,0
6668,10/15/2022,10/1/2022,2022,October,10,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Plover Point,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,8 to 11,9.5,0,1,1,0,1,0
221,7/19/2018,7/1/2018,2018,July,7,2,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Vantage,Sunshine Coast,Salmonid Rickettsial Septicemia,New,8 to 9,8.5,0,1,1,0,1,0
303,7/17/2017,7/1/2017,2017,July,7,Brood,Atlantic Salmon (Salmo salar),MOWI Canada West,Glacial Creek,Sunshine Coast,Furunculosis,New,8.5 or 21,8.5,0,1,0,1,1,0
543,9/9/2017,9/1/2017,2017,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Mussel Rock,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,9 to 10,9.5,0,1,1,0,1,0
6668,9/15/2018,9/1/2018,2018,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Plover Point,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,9 to 10,9.5,0,1,1,0,1,0
412,5/25/2016,5/1/2016,2016,May,5,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Site 9,Sunshine Coast,Salmonid Rickettsial Septicemia,New,9 to 11,10,0,1,1,0,1,0
1537,8/16/2018,8/1/2018,2018,August,8,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bare Bluff,Clayoquot Sound,Sea Lice Infestation,New,9 to 11,10,0,1,0,1,1,0
520,9/15/2018,9/1/2018,2018,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bedwell,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,9 to 11,10,0,1,1,0,1,0
314,9/6/2019,9/1/2019,2019,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Ross Pass,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,9 to 11,10,0,1,1,0,1,0
1291,9/26/2020,9/1/2020,2020,September,9,1,Atlantic Salmon (Salmo salar),Cermaq Canada,McIntyre Lake,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,9 to 11,10,0,1,1,0,1,0
520,10/23/2022,10/1/2022,2022,October,10,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bedwell,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,9 to 11,10,0,1,1,0,1,0
1537,10/25/2022,10/1/2022,2022,October,10,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Bare Bluff,Clayoquot Sound,Salmonid Rickettsial Septicemia,New,9 to 11,10,0,1,1,0,1,0
821,3/19/2016,3/1/2016,2016,March,3,2,Atlantic Salmon (Salmo salar),MOWI Canada West,Glacier Falls,Broughton Archipelago,Mouth rot,New,9 to 12,10.5,1,0,0,1,1,0
458,6/10/2016,6/1/2016,2016,June,6,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Bacterial Kidney Disease,New,no info,,0,1,0,1,1,0
458,9/24/2017,9/1/2017,2017,September,9,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Salmonid Rickettsial Septicemia,New,no info,,0,1,1,0,1,0
458,2/27/2018,2/1/2018,2018,February,2,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Mouth rot,New,no info,,1,0,0,1,1,0
458,3/30/2019,3/1/2019,2019,March,3,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Mouth rot,New,no info,,1,0,0,1,1,0
458,4/11/2019,4/1/2019,2019,April,4,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Other - explain,New,no info,,0,1,0,1,1,0
458,5/22/2019,5/1/2019,2019,May,5,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Bacterial Kidney Disease,New,no info,,0,1,0,1,1,0
458,3/9/2020,3/1/2020,2020,March,3,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Skin ulceration,New,no info,,0,1,0,1,1,0
458,2/26/2021,2/1/2021,2021,February,2,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Mouth rot,New,no info,,1,0,0,1,1,0
458,3/22/2022,3/1/2022,2022,March,3,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Mouth rot,New,no info,,1,0,0,1,1,0
458,4/8/2020,4/1/2020,2020,April,4,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Other - explain,New,no info,,0,1,0,1,1,0
458,4/20/2022,4/1/2022,2022,April,4,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Other - explain,New,no info,,0,1,0,1,1,0
458,4/20/2021,4/1/2021,2021,April,4,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Other - explain,New,no info,,0,1,0,1,1,0
1863,1/1/2016,1/1/2016,2016,January,1,1,Atlantic Salmon (Salmo salar),Grieg Seafood BC,Esperanza,Esperanza Inlet,Mouth rot,New,,,1,0,0,1,1,0
458,9/13/2016,9/1/2016,2016,September,9,Brood,Atlantic Salmon (Salmo salar),Cermaq Canada,Cypress Harbour,Broughton Archipelago,Salmonid Rickettsial Septicemia,New,,,0,1,1,0,1,0
869,3/24/2020,3/1/2020,2020,March,3,1,Atlantic Salmon (Salmo salar),Cermaq Canada,Maude Island,Broughton Archipelago,Skin ulceration,New,,,0,1,0,1,1,0
7053,9/24/2020,9/1/2020,2020,September,9,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Ghi ya,Port Hardy,Amoebic Gill Disease,New,,,0,1,0,1,1,0
7053,10/21/2020,10/1/2020,2020,October,10,1,Atlantic Salmon (Salmo salar),MOWI Canada West,Ghi ya,Port Hardy,Amoebic Gill Disease,New,,,0,1,0,1,1,0
78,,5/1/2016,2016,May,5,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,6/1/2016,2016,June,6,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,7/1/2016,2016,July,7,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,8/1/2016,2016,August,8,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,9/1/2016,2016,September,9,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,10/1/2016,2016,October,10,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,11/1/2016,2016,November,11,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,12/1/2016,2016,December,12,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,1/1/2017,2017,January,1,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,2/1/2017,2017,February,2,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,3/1/2017,2017,March,3,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,4/1/2017,2017,April,4,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,5/1/2017,2017,May,5,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,6/1/2017,2017,June,6,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,7/1/2017,2017,July,7,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,5/1/2018,2018,May,5,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,6/1/2018,2018,June,6,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,7/1/2018,2018,July,7,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,8/1/2018,2018,August,8,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,9/1/2018,2018,September,9,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,10/1/2018,2018,October,10,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,11/1/2018,2018,November,11,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,12/1/2018,2018,December,12,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,1/1/2019,2019,January,1,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
78,,2/1/2019,2019,February,2,,,MOWI Canada West,Steamer,Discovery Islands,,,,,0,1,0,1,0,1
